mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_boosting_type,param_learning_rate,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
96.6483444372813,2.1156418900538303,0.20186916987101236,0.001794689107383401,dart,0.05,100,100,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 100}",0.9095663941771365,0.9124177029992685,0.9106071689831748,0.9108637553865266,0.001178096752274822,32
79.22853477795918,0.1306912187504726,0.2888144652048747,0.0015460963087697871,dart,0.05,200,31,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 31}",0.9075730143925678,0.91058888076079,0.9086869056327725,0.9089496002620434,0.0012451556365716886,39
111.50877499580383,0.7933572364547672,0.3551975091298421,0.009442449649375283,dart,0.05,200,50,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 50}",0.908889742323659,0.9116861741038771,0.9097659107534748,0.9101139423936703,0.0011678619188603453,33
216.02880764007568,2.584859805206959,0.5110155741373698,0.008282948926945847,dart,0.05,200,100,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 100}",0.910444212797864,0.9129480614484272,0.9121616678858815,0.9118513140440575,0.0010454836668843507,24
228.9071640173594,0.8022856487825117,0.9653860727945963,0.003908708564647636,dart,0.05,500,31,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 31}",0.9099321519357729,0.9128931967812729,0.9107168983174836,0.9111807490115099,0.0012525480014825613,28
330.96641596158344,1.219959549791131,1.257209300994873,0.014371618586057575,dart,0.05,500,50,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 50}",0.911157440427205,0.9139356254572055,0.9123994147768837,0.9124974935537647,0.001136307646160895,18
542.6300905545553,0.6702400069020268,1.8899226188659668,0.1320513417231139,dart,0.05,500,100,"{'boosting_type': 'dart', 'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 100}",0.9127301987893418,0.9149780541331383,0.9141733723482077,0.913960541756896,0.0009299412372500272,9
36.18118691444397,0.5344331282311321,0.15835150082906088,0.0006379456391286087,dart,0.1,100,31,"{'boosting_type': 'dart', 'learning_rate': 0.1, 'n_estimators': 100, 'num_leaves': 31}",0.9082130904701816,0.9117410387710314,0.909491587417703,0.9098152388863053,0.0014583478113293327,36
56.40416709582011,0.2867091825073433,0.17911903063456217,0.0026042404050277967,dart,0.1,100,50,"{'boosting_type': 'dart', 'learning_rate': 0.1, 'n_estimators': 100, 'num_leaves': 50}",0.9098772882719774,0.9123994147768837,0.9105523043160205,0.9109430024549606,0.0010660720124256915,30
106.7732268969218,0.09906824691515223,0.23758506774902344,0.03197299230540399,dart,0.1,100,100,"{'boosting_type': 'dart', 'learning_rate': 0.1, 'n_estimators': 100, 'num_leaves': 100}",0.9109379857720232,0.9136795903438186,0.9128200438917338,0.9124792066691919,0.0011449094334560297,19
